time,DAC_vld,DAC_bits,DAC_I,DAC_Q,ADC_I,ADC_Q,I_16M,Q_16M,NCO_cos,QPSK_raw,I_1M,Q_1M,QPSK,BPSK,clk_1M_out,Tx_data_tdata,Tx_data_tlast,Tx_data_tuser,Tx_data_tvalid,Rx_data_tdata,Rx_data_tlast,Rx_data_tuser,Rx_data_tvalid,error_tdata,feedback_tdata,Tx_1bit,Tx_vld,Rx_1bit,Rx_vld,gardner_error,gardner_increment,DAC_bits_1,DAC_bits_0,Tx_data_tdata_2bits,Tx_data_tdata_1,Tx_data_tdata_0,Tx_data_tdata_X1,Tx_data_tdata_X2,Rx_data_tdata_2bits,Rx_data_tdata_1,Rx_data_tdata_0,Rx_data_tdata_X1,Rx_data_tdata_X2,v0,v8192
143,1,0,2046,2,-846,-1413,-58,-739,574,0,2882,2849,0,0,0,254,0,0,0,0,0,1,0,-6,-6,0,0,0,0,-2835,8165,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
144,,,,,,,,,,0,2882,2849,0,0,0,254,0,0,0,0,0,1,0,,,0,0,0,0,,,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
145,1,0,-2,2046,1550,-504,288,118,1964,0,2882,2849,0,0,0,254,0,0,0,0,0,1,0,-9,-6,0,0,0,0,-1425,8165,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
146,,,,,,,,,,0,2882,2849,0,0,0,254,0,0,0,0,0,1,0,,,0,0,0,0,,,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
147,1,0,-2046,-2,827,1402,1390,778,-574,0,2882,2849,0,0,0,254,0,0,0,0,0,1,0,1,-6,0,0,0,0,0,8165,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
148,,,,,,,,,,0,2882,2849,0,0,0,254,0,0,0,0,0,1,0,,,0,0,0,0,,,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
149,1,0,2,-2046,-1537,506,1650,1550,-1964,0,2882,2849,0,0,0,254,0,0,0,0,0,1,0,20,-4,0,0,0,0,1443,8165,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
150,,,,,,,,,,0,2882,2849,0,0,0,254,0,0,0,0,0,1,0,,,0,0,0,0,,,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
151,1,0,2046,2,-844,-1415,2234,1968,577,0,2882,2849,0,0,0,254,0,0,0,0,0,1,0,4,-2,0,0,0,0,2853,8165,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
152,,,,,,,,,,0,2882,2849,0,0,0,254,0,0,0,0,0,1,0,,,0,0,0,0,,,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
153,1,0,-2,2046,1556,-481,2494,2373,1963,0,2882,2849,0,0,0,254,0,0,0,0,0,1,0,17,-1,0,0,0,0,2274,8165,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
154,,,,,,,,,,0,2882,2849,0,0,0,254,0,0,0,0,0,1,0,,,0,0,0,0,,,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
155,1,0,-2046,-2,765,1341,2717,2632,-577,0,2882,2849,0,0,0,254,0,0,0,0,0,1,0,8,1,0,0,0,0,1715,8165,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
156,,,,,,,,,,0,2882,2849,0,0,0,254,0,0,0,0,0,1,0,,,0,0,0,0,,,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
157,1,0,2,-2046,-929,1338,2820,2779,-1963,0,2882,2849,0,0,0,254,0,0,0,0,0,1,0,6,3,0,0,0,0,1498,8165,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
158,,,,,,,,,,0,2882,2849,0,0,0,254,0,0,0,0,0,1,0,,,0,0,0,0,,,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
159,1,0,2046,2,-470,1170,2876,2848,577,0,2882,2849,0,0,0,254,0,0,0,0,0,1,0,3,4,0,0,0,0,1281,8165,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
160,,,,,,,,,,0,2882,2849,0,0,0,254,0,0,0,0,0,1,0,,,0,0,0,0,,,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
161,1,0,-2,2046,-1044,283,2879,2862,1963,0,2882,2849,0,0,0,254,0,0,0,0,0,1,0,2,5,0,0,0,0,837,8165,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
162,,,,,,,,,,3,-2818,-2776,0,0,1,254,0,0,0,0,0,1,0,,,0,0,0,0,,,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
163,1,0,-2046,-2,-735,-1322,2835,2833,-574,3,-2818,-2776,0,0,0,254,0,0,0,0,0,1,0,1,5,0,0,0,0,393,8241,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
164,,,,,,,,,,3,-2818,-2776,0,0,0,254,0,0,0,0,0,1,0,,,0,0,0,0,,,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
165,1,0,2,-2046,1438,-490,2711,2741,-1964,3,-2818,-2776,0,0,0,254,0,0,0,0,0,1,0,0,4,0,0,0,0,91,8241,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
166,,,,,,,,,,3,-2818,-2776,0,0,0,254,0,0,0,0,0,1,0,,,0,0,0,0,,,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
167,1,0,2046,2,846,1389,2477,2576,571,3,-2818,-2776,0,0,0,254,0,0,0,0,0,1,0,-3,3,0,0,0,0,-1324,8241,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
168,,,,,,,,,,3,-2818,-2776,0,0,0,254,0,0,0,0,0,1,0,,,0,0,0,0,,,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
169,1,0,-2,2046,-1529,507,2179,2295,1965,3,-2818,-2776,0,0,0,254,0,0,0,0,0,1,0,-8,1,0,0,0,0,-2438,8241,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
170,,,,,,,,,,3,-2818,-2776,0,0,0,254,0,0,0,0,0,1,0,,,0,0,0,0,,,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
171,1,3,2046,2,-846,-1411,1556,1881,-571,3,-2818,-2776,0,0,0,254,0,0,0,0,0,1,0,-8,-2,0,0,0,0,-2558,8241,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
172,,,,,,,,,,3,-2818,-2776,0,0,0,254,0,0,0,0,0,1,0,,,0,0,0,0,,,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
173,1,3,-2,2046,1548,-502,1225,1343,-1965,3,-2818,-2776,0,0,0,254,0,0,0,0,0,1,0,-18,-4,0,0,0,0,-2677,8241,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
174,,,,,,,,,,3,-2818,-2776,0,0,0,254,0,0,0,0,0,1,0,,,0,0,0,0,,,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
175,1,3,-2046,-2,824,1403,64,730,571,3,-2818,-2776,0,0,0,254,0,0,0,0,0,1,0,-5,-5,0,0,0,0,-2737,8241,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
176,,,,,,,,,,3,-2818,-2776,0,0,0,254,0,0,0,0,0,1,0,,,0,0,0,0,,,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
177,1,3,2,-2046,-1535,499,-283,-128,1965,3,-2818,-2776,0,0,0,254,0,0,0,0,0,1,0,-9,-5,0,0,0,0,-2797,8241,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
178,,,,,,,,,,3,-2818,-2776,0,0,0,254,0,0,0,0,0,1,0,,,0,0,0,0,,,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
179,1,3,2046,2,-842,-1411,-1383,-783,-571,3,-2818,-2776,0,0,0,254,0,0,0,0,0,1,0,0,-5,0,0,0,0,0,8241,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
180,,,,,,,,,,3,-2818,-2776,0,0,0,254,0,0,0,0,0,1,0,,,0,0,0,0,,,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
181,1,3,-2,2046,1549,-501,-1640,-1557,-1964,3,-2818,-2776,0,0,0,254,0,0,0,0,0,1,0,19,-4,0,0,0,0,1336,8241,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
182,,,,,,,,,,3,-2818,-2776,0,0,0,254,0,0,0,0,0,1,0,,,0,0,0,0,,,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
183,1,3,-2046,-2,826,1407,-2224,-1976,574,3,-2818,-2776,0,0,0,254,0,0,0,0,0,1,0,4,-2,0,0,0,0,2527,8241,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
184,,,,,,,,,,3,-2818,-2776,0,0,0,1,0,0,0,0,0,1,0,,,0,0,0,0,,,1,1,1,0,1,0,1,0,0,0,0,1,0,8192
185,1,3,2,-2046,-1557,477,-2485,-2380,1964,3,-2818,-2776,0,0,0,1,0,0,0,0,0,1,0,15,-1,0,0,0,0,2383,8241,1,1,1,0,1,0,1,0,0,0,0,1,0,8192
186,,,,,,,,,,3,-2818,-2776,0,0,0,1,0,0,0,0,0,1,0,,,0,0,0,0,,,1,1,1,0,1,0,1,0,0,0,0,1,0,8192
187,1,3,2046,2,-768,-1352,-2706,-2638,-577,3,-2818,-2776,0,0,0,1,0,0,0,0,0,1,0,7,2,0,0,0,0,2240,8241,1,1,1,0,1,0,1,0,0,0,0,1,0,8192
188,,,,,,,,,,3,-2818,-2776,0,0,0,1,0,0,0,0,0,1,0,,,0,0,0,0,,,1,1,1,0,1,0,1,0,0,0,0,1,0,8192
189,1,3,-2,2046,934,-1332,-2806,-2784,-1963,3,-2818,-2776,0,0,0,1,0,0,0,0,0,1,0,5,3,0,0,0,0,1980,8241,1,1,1,0,1,0,1,0,0,0,0,1,0,8192
190,,,,,,,,,,3,-2818,-2776,0,0,0,1,0,0,0,0,0,1,0,,,0,0,0,0,,,1,1,1,0,1,0,1,0,0,0,0,1,0,8192
191,1,3,-2046,-2,465,-1177,-2860,-2860,574,3,-2818,-2776,0,0,0,1,0,0,0,0,0,1,0,1,5,0,0,0,0,1721,8241,1,1,1,0,1,0,1,0,0,0,0,1,0,8192
192,,,,,,,,,,3,-2818,-2776,0,0,0,1,0,0,0,0,0,1,0,,,0,0,0,0,,,1,1,1,0,1,0,1,0,0,0,0,1,0,8192
193,1,3,2,-2046,1049,-281,-2866,-2874,1964,3,-2818,-2776,0,0,0,1,0,0,0,0,0,1,0,0,5,0,0,0,0,1504,8241,1,1,1,0,1,0,1,0,0,0,0,1,0,8192
194,,,,,,,,,,3,-2818,-2776,0,0,0,1,0,0,0,0,0,1,0,,,0,0,0,0,,,1,1,1,0,1,0,1,0,0,0,0,1,0,8192
195,1,3,2046,2,729,1319,-2822,-2846,-574,0,2835,2833,0,0,1,1,0,0,0,0,0,0,0,-1,5,0,0,0,0,-157,8241,1,1,1,0,1,0,1,0,0,0,0,1,0,8192
196,,,,,,,,,,0,2835,2833,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0,0,,,1,1,1,0,1,0,1,0,0,0,0,1,0,8192
197,1,3,-2,2046,-1434,487,-2696,-2754,-1964,0,2835,2833,0,0,0,1,0,0,0,0,0,0,0,-3,4,0,0,0,0,-1600,8172,1,1,1,0,1,0,1,0,0,0,0,1,0,8192
198,,,,,,,,,,0,2835,2833,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0,0,,,1,1,1,0,1,0,1,0,0,0,0,1,0,8192
199,1,3,-2046,-2,-849,-1389,-2461,-2593,571,0,2835,2833,0,0,0,1,0,0,0,0,0,0,0,-5508,2,0,0,0,0,-1851,8172,1,1,1,0,1,0,1,0,0,0,0,1,0,8192
200,,,,,,,,,,0,2835,2833,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0,0,,,1,1,1,0,1,0,1,0,0,0,0,1,0,8192
201,1,3,2,-2046,1534,-514,-2166,-2312,1965,0,2835,2833,0,0,0,1,0,0,0,0,0,0,0,-5186,0,0,0,0,0,-2101,8172,1,1,1,0,1,0,1,0,0,0,0,1,0,8192
202,,,,,,,,,,0,2835,2833,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0,0,,,1,1,1,0,1,0,1,0,0,0,0,1,0,8192
203,1,0,-2046,-2,825,1404,-1544,-1896,-571,0,2835,2833,0,0,0,1,0,0,0,0,0,0,0,-3,-2,0,0,0,0,-2267,8172,0,0,1,0,1,0,1,0,0,0,0,1,0,8192
204,,,,,,,,,,0,2835,2833,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,1,0,1,0,1,0,0,0,0,1,0,8192
205,1,0,2,-2046,-1533,504,-1213,-1353,-1965,0,2835,2833,0,0,0,1,0,0,0,0,0,0,0,-5,-4,0,0,0,0,-2434,8172,0,0,1,0,1,0,1,0,0,0,0,1,0,8192
206,,,,,,,,,,0,2835,2833,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,1,0,1,0,1,0,0,0,0,1,0,8192
207,1,0,2046,2,-843,-1416,-54,-739,571,0,2835,2833,0,0,0,1,0,0,0,0,0,0,0,-3,-5,0,0,0,0,-2554,8172,0,0,1,0,1,0,1,0,0,0,0,1,0,8192
208,,,,,,,,,,0,2835,2833,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,1,0,1,0,1,0,0,0,0,1,0,8192
209,1,0,-2,2046,1546,-507,291,125,1965,0,2835,2833,0,0,0,1,0,0,0,0,0,0,0,-11,-6,0,0,0,0,0,8172,0,0,1,0,1,0,1,0,0,0,0,1,0,8192
210,,,,,,,,,,0,2835,2833,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,1,0,1,0,1,0,0,0,0,1,0,8192
211,1,0,-2046,-2,829,1404,1390,785,-571,0,2835,2833,0,0,0,1,0,0,0,0,0,0,0,3,-6,0,0,0,0,2833,8172,0,0,1,0,1,0,1,0,0,0,0,1,0,8192
212,,,,,,,,,,0,2835,2833,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,1,0,1,0,1,0,0,0,0,1,0,8192
213,1,0,2,-2046,-1547,502,1650,1561,-1964,0,2835,2833,0,0,0,1,0,0,0,0,0,0,0,9,-4,0,0,0,0,2779,8172,0,0,1,0,1,0,1,0,0,0,0,1,0,8192
214,,,,,,,,,,0,2835,2833,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,1,0,1,0,1,0,0,0,0,1,0,8192
215,1,0,2046,2,-830,-1413,2232,1980,574,0,2835,2833,0,0,0,1,0,0,0,0,0,0,0,1,-3,0,0,0,0,2725,8172,0,0,1,0,1,0,1,0,0,0,0,1,0,8192
216,,,,,,,,,,0,2835,2833,0,0,0,254,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
217,1,0,-2,2046,1564,-476,2494,2386,1964,0,2835,2833,0,0,0,254,0,0,0,0,0,0,0,4,-1,0,0,0,0,2626,8172,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
218,,,,,,,,,,0,2835,2833,0,0,0,254,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
219,1,0,-2046,-2,757,1351,2715,2643,-574,0,2835,2833,0,0,0,254,0,0,0,0,0,0,0,1,1,0,0,0,0,2526,8172,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
220,,,,,,,,,,0,2835,2833,0,0,0,254,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
221,1,0,2,-2046,-933,1322,2816,2788,-1964,0,2835,2833,0,0,0,254,0,0,0,0,0,0,0,1,3,0,0,0,0,2381,8172,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
222,,,,,,,,,,0,2835,2833,0,0,0,254,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
223,1,0,2046,2,-470,1187,2871,2859,574,0,2835,2833,0,0,0,254,0,0,0,0,0,0,0,1,4,0,0,0,0,1015,8172,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
224,,,,,,,,,,0,2835,2833,0,0,0,254,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
225,1,0,-2,2046,-1044,270,2876,2869,1964,0,2835,2833,0,0,0,254,0,0,0,0,0,0,0,0,5,0,0,0,0,-206,8172,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
226,,,,,,,,,,0,2835,2833,0,0,0,254,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
227,1,0,-2046,-2,-734,-1316,2827,2838,-574,3,-2866,-2874,0,0,1,254,0,0,0,0,0,0,0,0,5,0,0,0,0,-645,8172,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
228,,,,,,,,,,3,-2866,-2874,0,0,0,254,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
229,1,0,2,-2046,1438,-499,2702,2749,-1965,3,-2866,-2874,0,0,0,254,0,0,0,0,0,0,0,0,4,0,0,0,0,-1084,8111,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
230,,,,,,,,,,3,-2866,-2874,0,0,0,254,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
231,1,0,2046,2,834,1393,2466,2583,571,3,-2866,-2874,0,0,0,254,0,0,0,0,0,0,0,0,2,0,0,0,0,-1341,8111,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
232,,,,,,,,,,3,-2866,-2874,0,0,0,254,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
233,1,0,-2,2046,-1522,505,2167,2301,1965,3,-2866,-2874,0,0,0,254,0,0,0,0,0,0,0,-2,0,0,0,0,0,-1599,8111,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
234,,,,,,,,,,3,-2866,-2874,0,0,0,254,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
235,1,3,2046,2,-850,-1409,1540,1887,-571,3,-2866,-2874,0,0,0,254,0,0,0,0,0,0,0,-2,-2,0,0,0,0,-1850,8111,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
236,,,,,,,,,,3,-2866,-2874,0,0,0,254,0,0,0,0,0,0,0,,,0,0,0,0,,,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
237,1,3,-2,2046,1543,-502,1208,1349,-1965,3,-2866,-2874,0,0,0,254,0,0,0,0,0,0,0,-5,-4,0,0,0,0,-2480,8111,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
238,,,,,,,,,,3,-2866,-2874,0,0,0,254,0,0,0,0,0,0,0,,,0,0,0,0,,,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
239,1,3,-2046,-2,826,1404,48,736,571,3,-2866,-2874,0,0,0,254,0,0,0,0,0,0,0,-3,-5,0,0,0,0,-2860,8111,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
240,,,,,,,,,,3,-2866,-2874,0,0,0,254,0,0,0,0,0,0,0,,,0,0,0,0,,,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
241,1,3,2,-2046,-1533,504,-297,-126,1965,3,-2866,-2874,0,0,0,254,0,0,0,0,0,0,0,-11,-5,0,0,0,0,0,8111,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
242,,,,,,,,,,3,-2866,-2874,0,0,0,254,0,0,0,0,0,0,0,,,0,0,0,0,,,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
243,1,3,2046,2,-847,-1412,-1398,-783,-571,3,-2866,-2874,0,0,0,254,0,0,0,0,0,0,0,3,-99,0,0,0,0,1433,8111,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
244,,,,,,,,,,3,-2866,-2874,0,0,0,254,0,0,0,0,0,0,0,,,0,0,0,0,,,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
245,1,3,-2,2046,1552,-497,-1655,-1558,-1965,3,-2866,-2874,0,0,0,254,0,0,0,0,0,0,0,9,-88,0,0,0,0,2852,8111,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
246,,,,,,,,,,3,-2866,-2874,0,0,0,254,0,0,0,0,0,0,0,,,0,0,0,0,,,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
247,1,3,-2046,-2,816,1409,-2238,-1977,574,3,-2866,-2874,0,0,0,254,0,0,0,0,0,0,0,1,27,0,0,0,0,2834,8111,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
248,,,,,,,,,,3,-2866,-2874,0,0,0,254,0,0,0,0,0,0,0,,,0,0,0,0,,,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
249,1,3,2,-2046,-1553,478,-2500,-2382,1964,3,-2866,-2874,0,0,0,254,0,0,0,0,0,0,0,4,77,0,0,0,0,2779,8111,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
250,,,,,,,,,,3,-2866,-2874,0,0,0,254,0,0,0,0,0,0,0,,,0,0,0,0,,,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
251,1,3,2046,2,-769,-1344,-2723,-2637,-574,3,-2866,-2874,0,0,0,254,0,0,0,0,0,0,0,2,133,0,0,0,0,2004,8111,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
252,,,,,,,,,,3,-2866,-2874,0,0,0,254,0,0,0,0,0,0,0,,,0,0,0,0,,,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
253,1,3,-2,2046,940,-1335,-2824,-2781,-1964,3,-2866,-2874,0,0,0,254,0,0,0,0,0,0,0,1,175,0,0,0,0,1282,8111,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
254,,,,,,,,,,3,-2866,-2874,0,0,0,254,0,0,0,0,0,0,0,,,0,0,0,0,,,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
255,1,3,-2046,-2,469,-1160,-2879,-2852,574,3,-2866,-2874,0,0,0,254,0,0,0,0,0,0,0,1,182,0,0,0,0,840,8111,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
256,,,,,,,,,,3,-2866,-2874,0,0,0,254,0,0,0,0,0,0,0,,,0,0,0,0,,,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
257,1,3,2,-2046,1047,-291,-2886,-2865,1964,3,-2866,-2874,0,0,0,254,0,0,0,0,0,0,0,0,135,0,0,0,0,396,8111,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
258,,,,,,,,,,0,2871,2859,0,0,1,254,0,0,0,0,0,0,0,,,0,0,0,0,,,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
259,1,3,2046,2,734,1326,-2840,-2830,-571,0,2871,2859,0,0,0,254,0,0,0,0,0,0,0,1,27,0,0,0,0,94,8241,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
260,,,,,,,,,,0,2871,2859,0,0,0,254,0,0,0,0,0,0,0,,,0,0,0,0,,,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
261,1,3,-2,2046,-1441,489,-2713,-2738,-1965,0,2871,2859,0,0,0,254,0,0,0,0,0,0,0,0,-137,0,0,0,0,-209,8241,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
262,,,,,,,,,,0,2871,2859,0,0,0,254,0,0,0,0,0,0,0,,,0,0,0,0,,,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
263,1,3,-2046,-2,-847,-1394,-2476,-2575,553,0,2871,2859,0,0,0,254,0,0,0,0,0,0,0,0,-339,0,0,0,0,-648,8241,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
264,,,,,,,,,,0,2871,2859,0,0,0,254,0,0,0,0,0,0,0,,,0,0,0,0,,,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
265,1,3,2,-2046,1534,-505,-2177,-2296,1975,0,2871,2859,0,0,0,254,0,0,0,0,0,0,0,-2,-549,0,0,0,0,-1883,8241,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
266,,,,,,,,,,0,2871,2859,0,0,0,254,0,0,0,0,0,0,0,,,0,0,0,0,,,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
267,1,0,-2046,-2,832,1404,-1550,-1882,-541,0,2871,2859,0,0,0,254,0,0,0,0,0,0,0,-1,-733,0,0,0,0,-2680,8241,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
268,,,,,,,,,,0,2871,2859,0,0,0,254,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
269,1,0,2,-2046,-1531,516,-1216,-1346,-1969,0,2871,2859,0,0,0,254,0,0,0,0,0,0,0,-5,-859,0,0,0,0,-2741,8241,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
270,,,,,,,,,,0,2871,2859,0,0,0,254,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
271,1,0,2046,2,-850,-1414,-53,-736,580,0,2871,2859,0,0,0,254,0,0,0,0,0,0,0,-2,-903,0,0,0,0,-2802,8241,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
272,,,,,,,,,,0,2871,2859,0,0,0,254,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
273,1,0,-2,2046,1552,-498,294,122,1952,0,2871,2859,0,0,0,254,0,0,0,0,0,0,0,-11,-857,0,0,0,0,-2834,8241,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
274,,,,,,,,,,0,2871,2859,0,0,0,254,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
275,1,0,-2046,-2,825,1408,1395,776,-646,0,2871,2859,0,0,0,254,0,0,0,0,0,0,0,3,-730,0,0,0,0,-1430,8241,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
276,,,,,,,,,,0,2871,2859,0,0,0,254,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
277,1,0,2,-2046,-1538,510,1654,1550,-1932,0,2871,2859,0,0,0,254,0,0,0,0,0,0,0,9,-546,0,0,0,0,2868,8241,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
278,,,,,,,,,,0,2871,2859,0,0,0,254,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
279,1,0,2046,2,-838,-1415,2238,1965,679,0,2871,2859,0,0,0,254,0,0,0,0,0,0,0,1,-336,0,0,0,0,2552,8241,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
280,,,,,,,,,,0,2871,2859,0,0,0,255,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,3,1,1,0,1,0,0,0,0,1,0,8192
281,1,0,-2,2046,1565,-474,2497,2371,1939,0,2871,2859,0,0,0,255,0,0,0,0,0,0,0,4,-135,0,0,0,0,2233,8241,0,0,3,1,1,0,1,0,0,0,0,1,0,8192
282,,,,,,,,,,0,2871,2859,0,0,0,255,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,3,1,1,0,1,0,0,0,0,1,0,8192
283,1,0,-2046,-2,771,1350,2720,2630,-589,0,2871,2859,0,0,0,255,0,0,0,0,0,0,0,2,28,0,0,0,0,1973,8241,0,0,3,1,1,0,1,0,0,0,0,1,0,8192
284,,,,,,,,,,0,2871,2859,0,0,0,255,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,3,1,1,0,1,0,0,0,0,1,0,8192
285,1,0,2,-2046,-941,1336,2823,2775,-1987,0,2871,2859,0,0,0,255,0,0,0,0,0,0,0,1,134,0,0,0,0,1713,8241,0,0,3,1,1,0,1,0,0,0,0,1,0,8192
